x_values,y_values
"['C', 'G', 'Dmin']",C
"['G', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bmin
"['C', 'G', 'Bmin']",Emin
"['G', 'Bmin', 'Emin']",A
"['Bmin', 'Emin', 'A']",A/G
"['Emin', 'A', 'A/G']",A/F#
"['A', 'A/G', 'A/F#']",F
"['A/G', 'A/F#', 'F']",C
"['A/F#', 'F', 'C']",G
"['F', 'C', 'G']",Dmin
"['C', 'G', 'Dmin']",F
"['G', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Dmin
"['F', 'C', 'Dmin']",F
"['C', 'Dmin', 'F']",C
"['Dmin', 'F', 'C']",Bmin
"['F', 'C', 'Bmin']",Emin
"['C', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",F#7
"['Bmin', 'Emin', 'F#7']",C
"['Emin', 'F#7', 'C']",G
"['F#7', 'C', 'G']",Dmin
"['C', 'G', 'Dmin']",C
"['G', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bmin
"['C', 'G', 'Bmin']",Emin
"['G', 'Bmin', 'Emin']",A
"['Bmin', 'Emin', 'A']",A/G
"['Emin', 'A', 'A/G']",A/F#
"['A', 'A/G', 'A/F#']",F
"['A/G', 'A/F#', 'F']",C
"['A/F#', 'F', 'C']",G
"['F', 'C', 'G']",Bmin
"['C', 'G', 'Bmin']",Emin
"['G', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",F#7
"['Bmin', 'Emin', 'F#7']",Bmin
"['Emin', 'F#7', 'Bmin']",Emin
"['F#7', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",Bmin
"['Bmin', 'Emin', 'Bmin']",Emin
"['Emin', 'Bmin', 'Emin']",F#7
"['Bmin', 'Emin', 'F#7']",C
"['Emin', 'F#7', 'C']",G
"['F#7', 'C', 'G']",Dmin
"['C', 'G', 'Dmin']",C
"['G', 'Dmin', 'C']",G
"['Dmin', 'C', 'G']",Bmin
"['C', 'G', 'Bmin']",Emin
"['G', 'Bmin', 'Emin']",A
"['Bmin', 'Emin', 'A']",A/G
"['Emin', 'A', 'A/G']",A/F#
"['A', 'A/G', 'A/F#']",F
"['A/G', 'A/F#', 'F']",C
"['A/F#', 'F', 'C']",G
"['F', 'C', 'G']",F
"['C', 'G', 'F']",C
"['G', 'F', 'C']",G
"['E', 'E7', 'B7']",E
"['E7', 'B7', 'E']",E7
"['B7', 'E', 'E7']",A
"['E', 'E7', 'A']",E
"['E7', 'A', 'E']",B7
"['A', 'E', 'B7']",E
"['E', 'B7', 'E']",B7
"['B7', 'E', 'B7']",E
"['E', 'B7', 'E']",A
"['B7', 'E', 'A']",E
"['E', 'A', 'E']",B7
"['A', 'E', 'B7']",E
"['E', 'B7', 'E']",B7
"['B7', 'E', 'B7']",E
"['E', 'B7', 'E']",E7
"['B7', 'E', 'E7']",E
"['E', 'E7', 'E']",A
"['E7', 'E', 'A']",E
"['E', 'A', 'E']",B7
"['A', 'E', 'B7']",E
"['E', 'B7', 'E']",B7
"['B7', 'E', 'B7']",E
"['E', 'B7', 'E']",A
"['B7', 'E', 'A']",E
"['E', 'A', 'E']",B7
"['A', 'E', 'B7']",E
"['E', 'B7', 'E']",B7
"['B7', 'E', 'B7']",E
"['E', 'B7', 'E']",A
"['B7', 'E', 'A']",E
"['E', 'A', 'E']",B7
"['A', 'E', 'B7']",E
"['D', 'E', 'A']",E/G#
"['E', 'A', 'E/G#']",F#min
"['A', 'E/G#', 'F#min']",D
"['E/G#', 'F#min', 'D']",E
"['F#min', 'D', 'E']",A
"['D', 'E', 'A']",D
"['E', 'A', 'D']",E
"['A', 'D', 'E']",A
"['D', 'E', 'A']",E/G#
"['E', 'A', 'E/G#']",D
"['A', 'E/G#', 'D']",E
"['E/G#', 'D', 'E']",A
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",Emin
"['Emin', 'F', 'Emin']",F
"['F', 'Emin', 'F']",Emin
"['Emin', 'F', 'Emin']",F
"['F', 'Emin', 'F']",G
"['Emin', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",E
"['Emin', 'F', 'E']",F
"['F', 'E', 'F']",Emin
"['E', 'F', 'Emin']",F
"['F', 'Emin', 'F']",G
"['Emin', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",G
"['Emin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Fmaj7
"['C', 'G', 'Fmaj7']",G
"['G', 'Fmaj7', 'G']",C
"['Fmaj7', 'G', 'C']",G
"['G', 'C', 'G']",Fmaj7
"['C', 'G', 'Fmaj7']",F
"['G', 'Fmaj7', 'F']",G
"['Fmaj7', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",F
"['G', 'C', 'F']",E
"['C', 'F', 'E']",F
"['F', 'E', 'F']",G
"['E', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",F
"['C', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",Fmaj7
"['G', 'C', 'Fmaj7']",G
"['C', 'Fmaj7', 'G']",Amin
"['Fmaj7', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['G', 'Amin', 'E']",Fmaj7
"['Amin', 'E', 'Fmaj7']",G
"['E', 'Fmaj7', 'G']",Amin
"['Fmaj7', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['G', 'Amin', 'E']",C
"['Amin', 'E', 'C']",G
"['E', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",Emin
"['Emin', 'F', 'Emin']",F
"['F', 'Emin', 'F']",Emin
"['Emin', 'F', 'Emin']",F
"['F', 'Emin', 'F']",G
"['Emin', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",Amin
"['Amin', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",Amin
"['Amin', 'Emin', 'Amin']",Emin
"['Emin', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",E
"['Emin', 'F', 'E']",F
"['F', 'E', 'F']",Emin
"['E', 'F', 'Emin']",F
"['F', 'Emin', 'F']",G
"['Emin', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",Emin
"['G', 'Amin', 'Emin']",F
"['Amin', 'Emin', 'F']",G
"['Emin', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",F
"['Amin', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",C
"['F', 'G', 'C']",F
"['G', 'C', 'F']",G
"['C', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",C
"['C', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Amin
"['C', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",G
"['G', 'C', 'G']",Fmaj7
"['C', 'G', 'Fmaj7']",G
"['G', 'Fmaj7', 'G']",C
"['Fmaj7', 'G', 'C']",G
"['G', 'C', 'G']",Fmaj7
"['C', 'G', 'Fmaj7']",F
"['G', 'Fmaj7', 'F']",G
"['Fmaj7', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",G
"['G', 'Amin', 'G']",C
"['Amin', 'G', 'C']",F
"['G', 'C', 'F']",E
"['C', 'F', 'E']",F
"['F', 'E', 'F']",G
"['E', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",F
"['F', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",G
"['G', 'C', 'G']",F
"['C', 'G', 'F']",G
"['G', 'F', 'G']",C
"['F', 'G', 'C']",Fmaj7
"['G', 'C', 'Fmaj7']",G
"['C', 'Fmaj7', 'G']",Amin
"['Fmaj7', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['G', 'Amin', 'E']",Fmaj7
"['Amin', 'E', 'Fmaj7']",G
"['E', 'Fmaj7', 'G']",Amin
"['Fmaj7', 'G', 'Amin']",E
"['G', 'Amin', 'E']",F
"['Amin', 'E', 'F']",G
"['E', 'F', 'G']",Amin
"['F', 'G', 'Amin']",E
"['E', 'C#min', 'E']",C#min
"['C#min', 'E', 'C#min']",F#min
"['E', 'C#min', 'F#min']",B
"['C#min', 'F#min', 'B']",E
"['F#min', 'B', 'E']",C#min
"['B', 'E', 'C#min']",E
"['E', 'C#min', 'E']",C#min
"['C#min', 'E', 'C#min']",F#min
"['E', 'C#min', 'F#min']",B
"['C#min', 'F#min', 'B']",Amin
"['F#min', 'B', 'Amin']",D
"['B', 'Amin', 'D']",G
"['Amin', 'D', 'G']",C
"['D', 'G', 'C']",Amin
"['G', 'C', 'Amin']",B
"['C', 'Amin', 'B']",E
"['Amin', 'B', 'E']",C#min
"['B', 'E', 'C#min']",E
"['E', 'C#min', 'E']",C#min
"['C#min', 'E', 'C#min']",F#min
"['E', 'C#min', 'F#min']",B
"['C#min', 'F#min', 'B']",Amin
"['F#min', 'B', 'Amin']",D
"['B', 'Amin', 'D']",G
"['Amin', 'D', 'G']",C
"['D', 'G', 'C']",Amin
"['G', 'C', 'Amin']",B
"['C', 'Amin', 'B']",E
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Bb
"['Dmin', 'F', 'Bb']",F
"['F', 'Bb', 'F']",C
"['Bb', 'F', 'C']",F
"['F', 'C', 'F']",Bb
"['C', 'F', 'Bb']",F
"['F', 'Bb', 'F']",C
"['Bb', 'F', 'C']",F
"['F', 'C', 'F']",Dmin
"['C', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",F
"['Dmin', 'Amin', 'F']",Dmin
"['Amin', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Dmin
"['Dmin', 'F', 'Dmin']",F
"['F', 'Dmin', 'F']",Bb
"['Dmin', 'F', 'Bb']",F
"['F', 'Bb', 'F']",C
"['Bb', 'F', 'C']",Bb
"['F', 'C', 'Bb']",F
"['C', 'Bb', 'F']",C
"['Bb', 'F', 'C']",F
"['F', 'C', 'F']",Dmin
"['C', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",F
"['Dmin', 'Amin', 'F']",Dmin
"['Amin', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",F
"['Dmin', 'Amin', 'F']",Amin
"['Amin', 'F', 'Amin']",Bb
"['F', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Amin
"['Bb', 'F', 'Amin']",Bb
"['F', 'Amin', 'Bb']",Amin
"['Amin', 'Bb', 'Amin']",Bb
"['Bb', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Amin
"['Bb', 'F', 'Amin']",Bb
"['F', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Amin
"['Bb', 'F', 'Amin']",Bb
"['F', 'Amin', 'Bb']",C
"['Amin', 'Bb', 'C']",Amin
"['Bb', 'C', 'Amin']",Dmin
"['C', 'Amin', 'Dmin']",C
"['Amin', 'Dmin', 'C']",Bb
"['Dmin', 'C', 'Bb']",C
"['C', 'Bb', 'C']",F
"['Bb', 'C', 'F']",Dmin
"['C', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Amin', 'Bb', 'F']",Dmin
"['Bb', 'F', 'Dmin']",Amin
"['F', 'Dmin', 'Amin']",Bb
"['Dmin', 'Amin', 'Bb']",F
"['Cmin', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",F
"['A#', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",Cmin
"['A#', 'C', 'Cmin']",C
"['C', 'Cmin', 'C']",F
"['Cmin', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",F
"['A#', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",F
"['A#', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",F
"['A#', 'C', 'F']",A#
"['C', 'F', 'A#']",C
"['F', 'A#', 'C']",A#
"['A#', 'C', 'A#']",C
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",Bmin
"['D', 'G', 'Bmin']",G
"['G', 'Bmin', 'G']",Bmin
"['Bmin', 'G', 'Bmin']",G
"['G', 'Bmin', 'G']",Bmin
"['Bmin', 'G', 'Bmin']",A#sus4
"['G', 'Bmin', 'A#sus4']",A
"['Bmin', 'A#sus4', 'A']",D
"['A#sus4', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",G#sus4
"['D', 'G', 'G#sus4']",D
"['G', 'G#sus4', 'D']",G
"['G#sus4', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",Bmin
"['D', 'G', 'Bmin']",G
"['G', 'Bmin', 'G']",Bmin
"['Bmin', 'G', 'Bmin']",A
"['G', 'Bmin', 'A']",D
"['Bmin', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",Bmin
"['D', 'G', 'Bmin']",Bmin7
"['G', 'Bmin', 'Bmin7']",A
"['Bmin', 'Bmin7', 'A']",A#sus4
"['Bmin7', 'A', 'A#sus4']",G
"['A', 'A#sus4', 'G']",G#sus4
"['A#sus4', 'G', 'G#sus4']",Emin
"['G', 'G#sus4', 'Emin']",Emin7
"['G#sus4', 'Emin', 'Emin7']",A
"['Emin', 'Emin7', 'A']",Bmin7
"['Emin7', 'A', 'Bmin7']",A
"['A', 'Bmin7', 'A']",A#sus4
"['Bmin7', 'A', 'A#sus4']",G
"['A', 'A#sus4', 'G']",G#sus4
"['A#sus4', 'G', 'G#sus4']",Emin
"['G', 'G#sus4', 'Emin']",Emin7
"['G#sus4', 'Emin', 'Emin7']",A
"['Emin', 'Emin7', 'A']",D
"['Emin7', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A#sus4
"['D', 'Bmin', 'A#sus4']",G
"['Bmin', 'A#sus4', 'G']",D
"['A#sus4', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A#sus4
"['D', 'Bmin', 'A#sus4']",G
"['Bmin', 'A#sus4', 'G']",D
"['F#min', 'E', 'D']",A
"['E', 'D', 'A']",Dmaj7
"['D', 'A', 'Dmaj7']",F#min
"['A', 'Dmaj7', 'F#min']",E
