x_values,y_values
"['Dmaj7', 'F#min', 'E']",D
"['F#min', 'E', 'D']",Dmaj7
"['E', 'D', 'Dmaj7']",F#min
"['D', 'Dmaj7', 'F#min']",E
"['Dmaj7', 'F#min', 'E']",D
"['F#min', 'E', 'D']",Dmaj7
"['E', 'D', 'Dmaj7']",D
"['D', 'Dmaj7', 'D']",F#min
"['Dmaj7', 'D', 'F#min']",E
"['D', 'F#min', 'E']",Dmaj7
"['F#min', 'E', 'Dmaj7']",D
"['E', 'Dmaj7', 'D']",F#min
"['Dmaj7', 'D', 'F#min']",E
"['D', 'F#min', 'E']",D
"['F#min', 'E', 'D']",F#min
"['E', 'D', 'F#min']",Dmaj7
"['D', 'F#min', 'Dmaj7']",D
"['F#min', 'Dmaj7', 'D']",F#min
"['Dmaj7', 'D', 'F#min']",E
"['D', 'F#min', 'E']",D
"['F#min', 'E', 'D']",F#min
"['E', 'D', 'F#min']",E
"['D', 'F#min', 'E']",Dmaj7
"['F#min', 'E', 'Dmaj7']",D
"['E', 'Dmaj7', 'D']",F#min
"['Dmaj7', 'D', 'F#min']",E
"['D', 'F#min', 'E']",D
"['F#min', 'E', 'D']",A
"['E', 'D', 'A']",F#min
"['D', 'A', 'F#min']",E
"['A', 'F#min', 'E']",D
"['F#min', 'E', 'D']",F#min
"['E', 'D', 'F#min']",A
"['D', 'F#min', 'A']",F#min7
"['F#min', 'A', 'F#min7']",F#min
"['A', 'F#min7', 'F#min']",E
"['F#min7', 'F#min', 'E']",D
"['F#min', 'E', 'D']",A
"['E', 'D', 'A']",F#min7
"['D', 'A', 'F#min7']",F#min
"['A', 'F#min7', 'F#min']",E
"['F#min7', 'F#min', 'E']",A
"['F#min', 'E', 'A']",D
"['E', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",F#min
"['D', 'Bmin', 'F#min']",E
"['Bmin', 'F#min', 'E']",Dmaj7
"['F#min', 'E', 'Dmaj7']",A
"['E', 'Dmaj7', 'A']",Dmaj7
"['Dmaj7', 'A', 'Dmaj7']",D
"['A', 'Dmaj7', 'D']",A
"['Dmaj7', 'D', 'A']",F#min
"['D', 'A', 'F#min']",E
"['A', 'F#min', 'E']",D
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D#', 'G#', 'Fmin']",Cmin
"['G#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",Cmin
"['D#', 'Fmin', 'Cmin']",D#
"['Fmin', 'Cmin', 'D#']",Fmin
"['Cmin', 'D#', 'Fmin']",G#
"['D#', 'Fmin', 'G#']",Cmin
"['Fmin', 'G#', 'Cmin']",D#
"['G#', 'Cmin', 'D#']",G#
"['Cmin', 'D#', 'G#']",Fmin
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",G
"['D', 'Dno3d', 'G']",D
"['Dno3d', 'G', 'D']",Dno3d
"['G', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Bmin
"['Dno3d', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",D
"['Bmin', 'Bmin7', 'D']",Bmin
"['Bmin7', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",Emin
"['Bmin', 'Bmin7', 'Emin']",G
"['Bmin7', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",D
"['G', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",D
"['Bmin', 'Bmin7', 'D']",Bmin
"['Bmin7', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",Emin
"['Bmin', 'Bmin7', 'Emin']",G
"['Bmin7', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Bmin
"['G', 'A', 'Bmin']",G
"['A', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",Bmin
"['A7#sus4', 'A', 'Bmin']",G
"['A', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",D
"['A7#sus4', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",Bmin
"['Bmin', 'A', 'Bmin']",A
"['A', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",Dno3d
"['A', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",G
"['D', 'Dno3d', 'G']",D
"['Dno3d', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",D
"['Bmin', 'Bmin7', 'D']",Bmin
"['Bmin7', 'D', 'Bmin']",Bmin7
"['D', 'Bmin', 'Bmin7']",Emin
"['Bmin', 'Bmin7', 'Emin']",G
"['Bmin7', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Emin
"['G', 'A', 'Emin']",G
"['A', 'Emin', 'G']",A
"['Emin', 'G', 'A']",Bmin
"['G', 'A', 'Bmin']",G
"['A', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",Bmin
"['A7#sus4', 'A', 'Bmin']",G
"['A', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",D
"['A7#sus4', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",Bmin
"['Bmin', 'A', 'Bmin']",A
"['A', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",A
"['A', 'G', 'A']",Bb
"['G', 'A', 'Bb']",C
"['A', 'Bb', 'C']",G
"['Bb', 'C', 'G']",Eb
"['C', 'G', 'Eb']",Bb
"['G', 'Eb', 'Bb']",C
"['Eb', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Bb
"['C', 'D', 'Bb']",C
"['D', 'Bb', 'C']",G
"['Bb', 'C', 'G']",Eb
"['C', 'G', 'Eb']",Bb
"['G', 'Eb', 'Bb']",C
"['Eb', 'Bb', 'C']",D
"['Bb', 'C', 'D']",Dno3d
"['C', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",G
"['D', 'Dno3d', 'G']",Bmin
"['Dno3d', 'G', 'Bmin']",G
"['G', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",Bmin
"['A7#sus4', 'A', 'Bmin']",G
"['A', 'Bmin', 'G']",A
"['Bmin', 'G', 'A']",A7#sus4
"['G', 'A', 'A7#sus4']",A
"['A', 'A7#sus4', 'A']",D
"['A7#sus4', 'A', 'D']",Bmin
"['A', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",Bmin
"['Bmin', 'A', 'Bmin']",A
"['A', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",A
"['A', 'G', 'A']",Bmin
"['G', 'A', 'Bmin']",A
"['A', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",A
"['A', 'G', 'A']",Bmin
"['G', 'A', 'Bmin']",A
"['A', 'Bmin', 'A']",G
"['Bmin', 'A', 'G']",A
"['A', 'G', 'A']",D
"['G', 'A', 'D']",Dno3d
"['A', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Dno3d', 'D', 'Dno3d']",D
"['D', 'Dno3d', 'D']",Dno3d
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",D
"['D', 'C', 'D']",Emin
"['C', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",D
"['D', 'C', 'D']",Emin
"['C', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",D
"['D', 'C', 'D']",Emin
"['C', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",Emin
"['Emin', 'D', 'Emin']",D
"['D', 'Emin', 'D']",C
"['Emin', 'D', 'C']",D
"['D', 'C', 'D']",Emin
"['C', 'D', 'Emin']",G
"['D', 'Emin', 'G']",D
"['Emin', 'G', 'D']",Emin
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",G
"['G', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",A
"['A', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",G
"['G', 'D', 'G']",A
"['D', 'G', 'A']",G
"['G', 'A', 'G']",D
"['A', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",A
"['D', 'G', 'A']",D
"['G', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['D', 'A', 'D']",G
"['A', 'D', 'G']",D
"['D', 'G', 'D']",A
"['G', 'D', 'A']",D
"['G', 'Bmin7', 'Amin7']",D7
"['Bmin7', 'Amin7', 'D7']",G
"['Amin7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",D7
"['Bmin7', 'Amin7', 'D7']",G
"['Amin7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",Cmin
"['Bmin7', 'Amin7', 'Cmin']",D7
"['Amin7', 'Cmin', 'D7']",G
"['Cmin', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",D7
"['Bmin7', 'Amin7', 'D7']",G
"['Amin7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",D7
"['Bmin7', 'Amin7', 'D7']",G
"['Amin7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",Cmin
"['Bmin7', 'Amin7', 'Cmin']",D7
"['Amin7', 'Cmin', 'D7']",G
"['Cmin', 'D7', 'G']",Gmin7
"['D7', 'G', 'Gmin7']",C7
"['G', 'Gmin7', 'C7']",D7
"['Gmin7', 'C7', 'D7']",G
"['C7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",G
"['G', 'Bmin7', 'G']",Bmin7
"['Bmin7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",D7
"['Bmin7', 'Amin7', 'D7']",G
"['Amin7', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",Cmin
"['Bmin7', 'Amin7', 'Cmin']",D7
"['Amin7', 'Cmin', 'D7']",G
"['Cmin', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",Cmin
"['Bmin7', 'Amin7', 'Cmin']",D7
"['Amin7', 'Cmin', 'D7']",G
"['Cmin', 'D7', 'G']",Bmin7
"['D7', 'G', 'Bmin7']",Amin7
"['G', 'Bmin7', 'Amin7']",Cmin
"['Bmin7', 'Amin7', 'Cmin']",D7
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",Emaj7
"['A', 'B', 'Emaj7']",E
"['B', 'Emaj7', 'E']",Emaj7
"['Emaj7', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",E
"['A', 'B', 'E']",Emaj7
"['B', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",Emaj7
"['A', 'B', 'Emaj7']",Fdim
"['B', 'Emaj7', 'Fdim']",F#min
"['Emaj7', 'Fdim', 'F#min']",Amin
"['Fdim', 'F#min', 'Amin']",E
"['F#min', 'Amin', 'E']",Emaj7
"['Amin', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",E
"['A', 'B', 'E']",A
"['B', 'E', 'A']",Amin
"['E', 'A', 'Amin']",E
"['A', 'Amin', 'E']",F#min
"['Amin', 'E', 'F#min']",A
"['E', 'F#min', 'A']",B
"['F#min', 'A', 'B']",E
"['A', 'B', 'E']",Emaj7
"['B', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",Emaj7
"['A', 'B', 'Emaj7']",E
"['B', 'Emaj7', 'E']",Emaj7
"['Emaj7', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",E
"['A', 'B', 'E']",Emaj7
"['B', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",Emaj7
"['A', 'B', 'Emaj7']",Fdim
"['B', 'Emaj7', 'Fdim']",F#min
"['Emaj7', 'Fdim', 'F#min']",Amin
"['Fdim', 'F#min', 'Amin']",E
"['F#min', 'Amin', 'E']",Emaj7
"['Amin', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",E
"['A', 'B', 'E']",A
"['B', 'E', 'A']",Amin
"['E', 'A', 'Amin']",E
"['A', 'Amin', 'E']",F#min
"['Amin', 'E', 'F#min']",A
"['E', 'F#min', 'A']",B
"['F#min', 'A', 'B']",C#min
"['A', 'B', 'C#min']",G#min
"['B', 'C#min', 'G#min']",C#min
"['C#min', 'G#min', 'C#min']",G#min
"['G#min', 'C#min', 'G#min']",Gag
"['C#min', 'G#min', 'Gag']",F#min
"['G#min', 'Gag', 'F#min']",B
"['Gag', 'F#min', 'B']",Emaj7
"['F#min', 'B', 'Emaj7']",C#min
"['B', 'Emaj7', 'C#min']",A
"['Emaj7', 'C#min', 'A']",B
"['C#min', 'A', 'B']",E
"['A', 'B', 'E']",Emaj7
"['B', 'E', 'Emaj7']",A
"['E', 'Emaj7', 'A']",B
"['Emaj7', 'A', 'B']",E
"['A', 'B', 'E']",A
"['B', 'E', 'A']",Amin
"['E', 'A', 'Amin']",E
"['A', 'Amin', 'E']",F#min
"['Amin', 'E', 'F#min']",A
"['E', 'F#min', 'A']",B
"['F#min', 'A', 'B']",E
"['A', 'B', 'E']",F#min
"['B', 'E', 'F#min']",A
"['E', 'F#min', 'A']",B
"['F#min', 'A', 'B']",C#min
"['A', 'B', 'C#min']",F#min
"['B', 'C#min', 'F#min']",A
"['C#min', 'F#min', 'A']",B
"['F#min', 'A', 'B']",Emaj7
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['F', 'Amin', 'C']",F
"['Amin', 'C', 'F']",Amin
"['C', 'F', 'Amin']",C
"['Emin7', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin7
"['A', 'A/F#', 'Emin7']",Bmin
"['A/F#', 'Emin7', 'Bmin']",D
"['Emin7', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin
"['A', 'A/F#', 'Emin']",Bmin
"['A/F#', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin
"['A', 'A/F#', 'Emin']",Bmin
"['A/F#', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",G
"['A', 'A/F#', 'G']",D
"['A/F#', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",A/F#
"['Bmin', 'A', 'A/F#']",G
"['A', 'A/F#', 'G']",D
"['A/F#', 'G', 'D']",Bmin
"['G', 'D', 'Bmin']",A
"['D', 'Bmin', 'A']",A/F#
"['Bmin', 'A', 'A/F#']",Emin
"['A', 'A/F#', 'Emin']",Emin7
"['A/F#', 'Emin', 'Emin7']",Bmin
"['Emin', 'Emin7', 'Bmin']",D
"['Emin7', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin7
"['A', 'A/F#', 'Emin7']",Bmin
"['A/F#', 'Emin7', 'Bmin']",D
"['Emin7', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin
"['A', 'A/F#', 'Emin']",Bmin
"['A/F#', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
"['D', 'A', 'A/F#']",Emin
"['A', 'A/F#', 'Emin']",Bmin
"['A/F#', 'Emin', 'Bmin']",D
"['Emin', 'Bmin', 'D']",A
"['Bmin', 'D', 'A']",A/F#
